index,year,month,day,title,contents,related_stocks
8,2018,2018,27,____1-5_________________1.1_,____5________________________________________________________________________________1-5___________________27298.3_______16.5%____1-4____1.5_____________________________________1-5_________________________________1.1_____________44.6%________________27.7%_____________2.6_______________27.8%__________________________70%___1-5____41_________31____________10_________________________________14.8%____________2.6___________1.3%________________27.9%_______________27.7%___________44.6%_______________1.1___________9.6%__________22.2%________0.5%_____________1.9%___________________4.3%______________27.8%______0.1%_______________11.5%_,"['____', '____']"
9,2018,2018,29,____________,"____________“__”______6_28__________________1_________(CG001)____90%_____12.4%__________________10%____________(Shibor)_____________________6_______________________________________2018_________________________________________________
__________
_______6_28________________2018_______6_27________________________________________________________________________________________________________________________________________________
______________________________6_28______800__7________600__7__500__14__700__28__________________1000____________________6____________________________________________
__________________________________________________“_________”_____________“________________”_________6_20_________________
_______________________________________6_28___________32__________7__14__28________1.29___________________1.33_________400______6_24__________________2018_7_5____________0.5________________“___”__________________________7000_________
______________
____________________________________(Shibor)_____6_28________Shibor_____________________Shibor________15.6_____2.289%______6____
____________________________________6_28_______________GC001_____7.7%_____12.4%______9.495%_____88.58%_GC002___7%_______11%______9.2%___40.24%_GC003_GC004_______10%_________9.2%_________30%_
_____________________“_____”____1_____(R-001)___6.1%_____12.304%______5.65%___46.75%_R-002_R-003_R-004____5%__________10%_________4%__3.5%_
____Shibor_________________________Shibor_______________________________________________Shibor__________Shibor____________6_28____2.841% ______0.7____________________________2.95%_2.9%_
___________Shibor____________“__”_________________Shibor_6_25________6_28_____2.2_______Shibor_6_19_______6_28_____14.8_______________________6_______
___________
_________4_17_____________(MLF)_____________________1_______________10%_2-7___________6%_________________“__”_____________
____________________“____”_________________________________________________________________________________________________________________________________________________________________
_________________________________________500________________________________________________________________________________________________________
________________________________________________________________________________________________
________________________________________________________________________________________________","['____', '__', '____', '____', '____']"
10,2018,2018,27,____600_______ _____1500__,__27_____________6__________________________________________________________________________________________6_27___________7__600________________700__7___400__14___1000__28______________1500___,['__']
11,2018,2018,29,__________________________,"6_29____________6_28_____________“____________”_______________________________
__________________________________________________________________________________________________________________
______________________________________________________________________________________________________________________________________________________________________________________________________",['____']
12,2018,2018,27,______________,"_______________________________________________________________________________________________________________________________
________2018_5_1____________________________(_)_(_)_(_)_(_)_______________________19%________2019_4_30___2018_5_1_____________1%____(__0.5%___0.5%)_2019_4_30___2018_5_1______________(_____________)_________50%_2019_4_30__
______________________________________________________________",['__']
13,2018,2018,27,________________,"________27_________________________________________________
_____________2017_11_23______________________________________________________________________________
_______________________________“____”_______________97__
__________________________________________________________________________________“________________”“______________”“_________(____)”“___________________”“_________________”“__________”_________________________________________________
_________________500_______________________________________________________________________________________TD-SCDMA____________________________
__________________________________________________________________________","['____', '____', '____', '____', '____']"
14,2018,2018,29,_____ __________________,"________________________________________(________)__________________________________________________2025___(___)____300__________
_____________________________________________________________________________________________________________________
________
____________________________________________________________________________________________________________
____________________________________________________
_______________________________________________2016_________________500___________________________________________________________7__________________________________________________________________________________________________________________________________________
__________________________________________________________________________________________________________________________________________
_________________________________________________________________________________________________________________
_______
__________“__”______________________2016____________________2___________2016_______958_(__469____489_)__2017_________1273_(___)______356____________76%________2017___28%_
___________________2020___________3000____________________________________________________________________________________________________________
____________________________________2017___________38%___2016__48%___10%________________20%____93%_____________________________8%________2017______2016________________________6558___4139__34_/___20_/__________4%_
___________________________________________________________________________________________________________________________
____________________________________________________________________________________________________________________________________________________________________
_____________
____________________________________________________________________________________________________________________________________________
____________________________________________________________________________________________________________________________________________________________________________________________________
__________________________________________________________________________“__”________________________________________________
______________________________________________________________________________“__”_________
________________________________________________2018_______________________________________________
______________________________________________________________________________________________",[]
15,2018,2018,29,PPP___________ __________,"__
_PPP________________________PPP_____________________________________10%_____________________________________________________________________________


__ ____________PPP_____________________________________10%______________________________________________________________________________________2014________________________(__)_(__[2014]113_____“113__”)__2015_4___________________________(__[2015]21______“21__”)____113_________PPP_______________________21__________________________________________________PPP_________________________________PPP____________________________________“____”__________________________________________________________________________________________________________PPP____________________________PPP______________________________________“___________________________PPP____________________________”_________PPP______________________________10%_________________“10%________________(6%-7%)______________________________‘__’__________________________________10%__________”________________10%________PPP_________“______________________________________________PPP______________________________________________10%___________”_____________PPP____________________________________________________________________________________________21_______________________________PPP_____________________________________________________________________10%___________________________________PPP_________________________________10%________________________________________PPP_______________________________________________________________PPP___________________PPP_____________PPP____________________PPP_________________________________________PPP___________________________________________________________________________________PPP__________________________________________________PPP_____PPP________________“__+__+____+__”_____PPP________PPP__________________>>>____PPP_____________PPP__________ _______________PPP________ 10%______“__”_____",[]
16,2018,2018,28,__________________,"6_27___________“_______”______________________________________________________________1—5______________3675________________ 
__________________________2569___________________7281_______________55_______1.9______45.4%___1—5____________________3674.9_______12.2%___________79.4%_______171.2___________________52.8%_________134.7_______8.2%_________37.6________________61.7%_ 
__________________________________2014___“____”___________________100______“____”________708______“____”____30____“_____”__21_____“____”__5__ 
_______________“__”__98_______2____42______“__”________580_____________7000______12_____",[]
17,2018,2018,28,________________,"6_28______________(______)_________________97__________(2013-2017)___2017__________
____________________2008_____________________________________________________________________________________________“____”____________________________
__________________________________________________________________________________“__________________”___________________________________________________________________________________________________________________________________________________
_________________________________________________________——“____”_________________________________________________________________________________________________
__________________“____”______2017_______________________________________________“____”_______________________________________
__________________2017____________________________________________________“______”____500_____________________“___”_________________“______”____——__________________________________________
_____________2017___________________________________________________________________________________________“__1_”_______________________________________________________2017________182_____13______________A__
_____________2017_________________________________________________________________________________“_____________________”_____________________________________2017__________100,419___________6.95___/_____________79.83___
_____________2017____________4,427.13_____2017____________________________________________78________102____________1,000____________________24__________________15__/___________13__/__
_____________2017______________333.03___________425.89______“____”__________255.6__________76%_
______________________________2017________________________________“____”______________________________2017_____________________________________________
_________________________________________________________1758_____4941________421_____1013________50_____182_____13______________A_________________
_____________________________________________________________________________________________________________________________________________________________________________________________________________________“____”___________________________________________________________________","['____', '____']"
18,2018,2018,27,________________ ______,"_______________________________________________________________________________________________________________________________________________________________
___________________
________________________________________________________________________________________________________________________________________________________________________________
_____________________________________________________________________________________________________________________________________________________________________________________________________________________
_______________________________
____2015_9_____________________________(____“2044__”)____________________________________________2017________2358____2018_1-5________992___________
__________________________________________________________________________________________________________________________________
_________________________________________________“________________________”____________________________________________________________________________________________________________________________________________________________________“____”___________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
_____________________________
_________________________________________________
_________________________________________________________“_____”______
__________________________________________“____”________________________________________________________
_________________________________________________
________________________________________________________________________
__________________________________________________________________________________
____________________
_____________________________________________________________________________________________________________________________________________________________________________________________________“______”_________________________________________________________________________","['__', '___']"
19,2018,2018,28,_______________________,"________________________________________________________________WTO______________________________24______________________________
___________
____________________________________________________________
___________________________________________________________________________________________________________________________________________________________2001_______________260_______________2%________11________________________________________2%__11________________________3_______________________8%___1500___________________________
___________2008__2017______________86%______86%___________________21%_______2007__2016__________________3__________________50%_______________________
_____________________________________________2001___________________3600______2016________________6000_____6000__________________________
_______________2001_______________________19_______2017______________________71.3________________________________
_______________________________________________________________________________97%_________________________________________20%_____________________________
____________2002________________________30%_______________2001__2017______________13.5%____________________________16.7%_________2.7_________________________
____________________________________________WTO_____________________________________________24______________________________
_________________________________________WTO_________________________________________________________",['____']
20,2018,2018,27,_________________,"_________________
_________________
_____26______________(_____)_(_________)_______________7_25________________________________________________________________
_________2014_______________(__)__________________________________________________________________________________________________
______________________________________________________________
_______________________________________________________________________________________________________________
_______________________________________________________________________2017_5__________________________________________________________
___________________________________________________________________________________________________________________________________________________
_________________________________________________________________________________________________________________________________________________________________________________________________________________________",['____']
21,2018,2018,27,______________ ______“___”,"___________2018__________________A________(MSCI)________________________________________________________________
_________________________________28_____________________________________30_____________“___”___________________________________________________________________________1300__
______________________________________________________________________________________________________________________
_________
____2017_________________1396_____33______________51________7578__________________2.63___
________________________________28______________________________________________________
________2018__________________________________________________1989_12_2____________________________________________________________________________________________________________
__“________________________________________‘_’___‘_’____”_______
________________________________________1990_____________________________________
___________________________________________________________________________________________________________________________
______________________________________1990_11_26______________12_1______________________________
__1990_12_19__________________________________30__________5______8______9______8___________“___”________________________________
_____________________________________________________________________________________________________“__”_
___________________________________20__________________________________________________________________________________________________________________________
__________________1991___________________7__________________________________________________________________________________
________________________________________________________________________________________
_________
____28________________________________________2017_____________________247.3____________7.8_______________893.1___
__________________________________
____________________________________________________________________________________________________________________________________________________________________________________“____”_____________“___”_______________
___________________________________________________________________________________________________________________“________”__________________________________
_________________________________________
__2011______________________________________________________________________“____”_______________“____”___________________________________________________________
________________2014_11_17_________________________________________________________________________________2018________________________
__________________________________________________________________________________________________________________“____”_____________________________________________________________________________________","['____', '___', '__', '____', '___']"
22,2018,2018,29,___________ ____________,____________“__”______6_28__________________1_________(CG001)____90%_____12.4%________________10%____________(Shibor)_____________________6_______________________________________2018____________________________________________________01________________6_28________________2018________6_27_______________________________________________________________________________________________________________________________________________________________________________6_28______800__7________600__7__500__14__700__28__________________1000____________________6_______________________________________________________________________________________________“_________”_____________“________________”_________6_20________________________________________________________6_28___________32__________7__14__28________1.29___________________1.33________400______6_24__________________2018_7_5____________0.5________________“___”__________________________7000__________02_________________________________________________(Shibor)_____6_28________Shibor_____________________Shibor________15.6_____2.289%______6________________________________________6_28_______________GC001_____7.7%_____12.4%______9.495%_____88.58%_GC002___7 %_______11.005%______9.2%___40.24%_GC003_GC004_______10%_________9.2%_________30%______________________“_____”____1_____(R-001)___6.1%_____12.304%______5.650%___46.75%_R-002_R-003_R-004____5%___________10%_________4%__3.5%_____Shibor_________________________Shibor_______________________________________________Shibor__________Shibor____________6_28____2.841% ______0.7____________________________2.95%_2.9%____________Shibor____________“__”_________________Shibor_6_25________6_28_____2.2______Shibor_6_19_______6_28_____14.8_______________________6_________03___________________4_17_____________(MLF)_____________________1_______________10%_2-7___________6%_________________“__”_________________________________“____”_________________________________________________________________________________________________________________________________________________________________________________________________________500____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,"['____', '__', '____', '____', '____']"
23,2018,2018,29,______“______”,"__28___________6_29______________“_____”__________________________________________________________________________________________“______”_
______________“_____”________________________“_________”__________“e__”________________________________________________________________________________________________________________________________________________________________________________________",[]
24,2018,2018,29,___2018________4000_/_ 7_15_____,__(6_29_)__________2018______________2018_1_1_______2017_____________________________________________________4000_________1______7_15__________________50___________________________________________5%___________________________________________________________________________________________________________________________________________________________________________________50_______________2018_________________________________10________________1______3________10__(_____________)_______30________15____________________45____________2016____________________5270_(_)_________40__3770_(_)~5270__________50__3770_________60___________________________________________________________________________________________________________________________2017________65______________________________________40__70_____________65_69______________40__70_74_________50__75_79_________60__80___________70___________2120_________244_______________________________________________________________________________2018_1_1______________________________95____________610________710________________525____625_________1_1________7_____________________________2000____2120____120_____________2018_9_1_______________________________________________244___2018_9_1_____,['__']
25,2018,2018,27,_______________450_ ___1.8__,"6_26___________________________________“_”_“_”______________________________________450_____1.8____
___________________59%______________________________39___100______45__50______85________233____2018________175______42___________
_______________________________________________________________________________________________________________________53_______1040___“___________________________________________”_______________
______________________________________________________________________________MPV___________________________87_______1307___
________32_____1508_____________________________________________________________________________________________________________
________52__________________________________________________________________________________________________________710___
_________________________________________________________________________________________40_______831___
___________________________________12__________________________________120______________________150______________35_____2992___
____________________________________________30_____750____________________________________________16_______522_____________21_____910___
___________________________________________________________________12____________________________22_____________________________________________________________________________________50_____6156___
__“___________________________________________________________________________________________”_____


                (______________________ ___1.8___)","['____', '___', '____', '___', '____', '____', '____', '____', '____', '____', '____', '____']"
26,2018,2018,28,________WTO___________,"6_28_________________________________________________________________WTO___________________________________24______________________________
__“_________________________________________________________________________________________________________________________”_____
__________________________2001____________260_______________2%___________11____________________________3___________________8%___1500___________________________
_________2008__2017______________86%____________________21%_______2007__2016_______________3__________________50%_
_____________________________________________2001________________3600______2016______6000____
________________________2001____________________19_____2017___________________71.3____
____________________________________________________97%__________“_______________________________20%_”
__________2002________________________30%_2001__2017______________13.5%_____________________________16.7%_________2.7__",['____']
27,2018,2018,27,__________400___100_______,__________________________________________100____________487.6__________________________500_______5400___,[]
28,2018,2018,27,____________,"__________________________________________________________________________40________________________________________________________ “____”________
_____________________________________________________________________________________________________________________________________________________________
__1989_12_2_____________________________________________1990_11_26________________________________________12_19_____________15________11_______________________________39______8_(__“___”)___31__
______________________________________________________________________________________________________________________
______________________1979________________________________________________1980_10_________________1993______18___________________________________
__1993_11_14______________ ______________________________“______________________________________________________”12_25_______ ______________________________________1994_1_1__________________________________________
__1994_4_4_________——_______________4_18_____________________________________________1996_1_3_________________________________________________
________________________________________________________________2017__________1396_____33.1______________51.1______________2.6___________________________________________________________998___________ “____________________”_","['____', '__']"
29,2018,2018,29,__IPO__17__ __17_22________,"__
___IPO__17__ __17_22_________6_29_______IFR___IPO__17_____17_22______________


__6_29_______IFR___IPO__17_____17_22_______________________IPO____ ________________________________IPO_______“______________________________________18_________________________________________”__________21____________________________21.8_______65%____35%___________17-22_____370.6_-479.6_________370.6_-479.6_________7_9_______________10_________________________IPO________________________“__”_______________________________(margin)______________10%_________90%_____________________________________________________________________________________________________________________________________________________6_25__11___________74.72_____________________23.98___________2.12__6_26__10__________59.44_____________1.48________________________________________IPO______________1352____________________624.95_____________7.72%____________________100____“______________________________________________________________________________________________________________________”______________21___________________________________“___”_______________________________________________________________________________________“_____________________________________________________”_________________5_26_______________3.2%___________58.7_______20%__54.8_____________14%___6_27_______________49.65__/_________________________9_28_____59.7__/_______________________97.8______________1400______________6_27___________49.5__/__________235.6________11_8___________________________100_______1000____6_27____71.9__/______640_______400_____________________________________________“__”________________6_25___________“_______________________________________450____”____________________________________________________________________________________________________80.4%_71.3%_70.3%___________________2015__2017_______3.24___7.58___10.02________________________________________________________________5596________________1208____6313______“___________________________________________________________”_________________21_______________6_27__________28356____525__1.8%__________982__3.3%____12_7________________________________(HIBOR)__________________________________6_27_____________HIBOR____1.25214%_2.01919%_2.08964%____________14_______2008____________“___”___________________________15_________5________________59.15_______21_______


                (______IPO__17__ __17_22________)",[]
30,2018,2018,28,_________________,6_28_____________________________________________________——______________________________________________________________________________________________,['____']
31,2018,2018,27,______________________________,_________________________________________________,[]
32,2018,2018,27,___________________,____________________7000______“___”______________________________________(________)_______________________________23___________________________________________________________“____________________________________________________________________”_______________________________________________________________________________________________________________________________________2017_____________2800_________6200________(______)____________90%_70%________60%___GDP_50%____________________________________________________820________500__________________________________________________________________________________________________________________________________________“___”_________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________1500____________0.5__________500____________________(MLF)_______________________________2000___________________2018_9_1__2020________________________________________100_____500___,['__']
33,2018,2018,27,________10_____,"_________________27______________10_______________“_____”___________
________________________10___________________________________________________________________________________________________________________________________________________________________
______________“____”__APP_____________________________________________________________________“_____”_
________________________________________“______”_______________________________________________________",[]
34,2018,2018,28,_________________,"__________________________________________________________________________________________________________________________
________________________________________________________________________________________________________
___________________
__________________________________________________________________________
___________________________________________________________________________________________________________________11_______________6.7%_6.9%_____________________________5____________11.4%__________6.4_____________________5_______________6.9%_____________5___________________4031_______________________
__________________________________________________2009__2017_____________11.3%____________7.4%_____2016____________________________________________3500________6________________________________________________________________________100%__________________________________
_____________________________________________300______13_______100_____DAX___________________500________25____________________________________________________________
______________________________________________________________________________________________________________________________________________________________________________________________________________________________________",['__']
35,2018,2018,26,__________________,"____(6_25_)__________________________70___________________________2__________________________________
_________________________________________________________________________________________________600____700____800____1000____
___________
__1_________________
_________________________________________________________________________________________________________EBITDA__________
___________________________________________________+_______________________________+_______+_______________________
____________________________+___________________________(1)_____________________(2)____________________________(3)_____(4)___________________________________________________________
___________________________________________________________________________________________________________________
___________________________________________________________________________________________________________
____________________________________________________________________________________________(__________)___________________________________________
___________________________________________________
__2_____
__________________________(__________)______________
__Uber2010_________________________20%_2013_______2.2____2014_6_______12___________________________Aswath Damodaran___________Uber____________Uber_59____2014_6____Uber_______ Bill Gurley(Uber_____)____Uber250______________170____
____________________Uber_________________________________1000________________________Uber______________59___________________3000_____Uber________20%_____170______________________Uber______________Uber_______________________________4500_—1.3___________2.5%________170_________Uber__________________________________________________Uber______
_________1997______________1998_____124________Wolf(______1998_12_14_)__Amazon124_____________________________5.5______118.5____Amazon____10_____________59.6%__10______630____________
____1998__________120_______18%____10______628_______Amazon______________________3%__________10______195____Amazon________________________
__________________________________________________________10____630________
_____________________________________________________________________________________________________124________
________________________________________________________________________124_________
__3_____
_______________________________________________
___________________(__________________)_________________________________________________________
_________AWS_______________________________________________________________________________2017_AWS________200__________40%____2018_____AWS__________14____________________________________________________________________________________
_____________________________________________________________________________________________________________________________________
__4_____
________________________________________
______2011_12_________________286_________2011_____20-25____32_-40________________________________ + ________________________________________________1998_______________________________30____________________________________6.98__
__5_______
________________600____800____1000_____________________________
___________________________________IoT___
__________________(_____________)____________________________________________________________________________________________
___________________________________________________________________________________________8___________________________________1908_______1.9____________2.35______________________________________2.45__
__2013__________________________2017________________200____________
_________(1)_________________________________(2)________________________“____”_“____”___________________________________________________________________________________________________________________90_____
_____________________________________________________________________________________________“____”_____“___”__________________________
__________________________________
__________________________________________________________________________________
______________________“__”________“____”___________________________________
_____________________________________________________________________________________________________________________
____________________","['___', '___', '__', '____']"
36,2018,2018,29,______________________,"_______6_27_______________2018_____(__81_)________
______________1997___________________2017_________80______2018_________________________________________________“_____”“_________________________”____
________________
___________________________________________________________________________________________________________________________________________________________________________________________________________________________
___2017_________________________________________________________________________________________________
___________“_____”
_____________________________________________________________________________________________________________________________________________
_____________________“_________________________________________________________________________________________________________________________________________________”
_______“____________”
_________“___________________________________________________________________”
__________——“___________________________________________________________________________________________________________”_____
__________________________________________________________________________________________________
_____________________________________________(___)______________________________________________(______)___________________________________
_____________
__6_15_______________________________________________________________6______7____________________________________________________________________________________________________","['__', '___']"
37,2018,2018,28,______________,"______________________________________________________________________________________________________________________________________________________________________________
______
___________________________________________________________________________
________________________________________________________________________________________________________________________________________________________________________________________________________________________________
_________________________40____________________________________________________________________________________________________________________________________________________________________________________
______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
______
___________________________________________________________________________________________________________________________
______________________________________________“___”__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
_________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
_________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
______
_____________________________________“____”____________________________________________________________
____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________“____”_________________________“____”___________________________________________________________________________________________________________________________________________
__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
________“____”___“____”____________________________________________________________________“____”_________________________________________________________“____”___________________“____”_________________________________________________________________________________________________________________________________________________________________
___________________________________________________________________________________________________________________“____”_________________________________________________________________________________________________________________________“__”_________________________________________________________________________________________________________________________________“___”____________________________________“__”___“__”____“__”___“__”__________________________________________________",['____']
